ID	Radius 
0	0.35
1	0.5
2	0.3
3	0.35
4	0.4
5	0.5
6	0.55
7	0.3
8	0.4
9	0.35
10	0.55
11	0.3
12	0.5
13	0.4
14	0.35
15	0.35
16	0.55
17	0.4
18	0.35
19	0.55
20	0.3
21	0.5
22	0.4
23	0.4
24	0.4
25	0.5
26	0.35
27	0.5
28	0.35
29	0.5
30	0.3
31	0.3
32	0.4
33	0.4
34	0.5
35	0.5
36	0.35
37	0.55
38	0.5
39	0.5
40	0.3
41	0.5
42	0.3
43	0.55
44	0.35
45	0.55
46	0.55
47	0.35
48	0.5
49	0.35
50	0.55
51	0.35
52	0.35
53	0.4
54	0.55
55	0.4
56	0.3
57	0.3
58	0.55
59	0.3
60	0.55
61	0.4
62	0.55
63	0.3
64	0.35
65	0.55
66	0.35
67	0.3
68	0.55
69	0.4
70	0.3
71	0.5
72	0.35
73	0.55
74	0.3
75	0.4
76	0.5
77	0.35
78	0.35
79	0.55
80	0.55
81	0.5
82	0.55
83	0.5
84	0.3
85	0.35
86	0.5
87	0.35
88	0.5
89	0.3
90	0.4
91	0.35
92	0.3
93	0.55
94	0.55
95	0.5
96	0.4
97	0.5
98	0.5
99	0.55
100	0.35
101	0.3
102	0.5
103	0.55
104	0.4
105	0.3
106	0.35
107	0.3
108	0.3
109	0.35
110	0.35
111	0.3
112	0.35
113	0.35
114	0.35
115	0.3
116	0.55
117	0.5
118	0.3
119	0.3
120	0.35
121	0.35
122	0.4
123	0.4
124	0.5
125	0.5
126	0.3
127	0.55
128	0.3
129	0.55
130	0.35
131	0.5
132	0.3
133	0.35
134	0.5
135	0.3
136	0.55
137	0.55
138	0.55
139	0.35
140	0.5
141	0.3
142	0.35
143	0.4
144	0.55
145	0.3
146	0.35
147	0.55
148	0.5
149	0.55
150	0.4
151	0.55
152	0.5
153	0.5
154	0.3
155	0.3
156	0.4
157	0.55
158	0.55
159	0.35
160	0.35
161	0.3
162	0.35
163	0.5
164	0.5
165	0.55
166	0.4
167	0.35
168	0.55
169	0.55
170	0.4
171	0.55
172	0.55
173	0.35
174	0.4
175	0.55
176	0.5
177	0.55
178	0.4
179	0.3
180	0.5
181	0.4
182	0.55
183	0.4
184	0.3
185	0.5
186	0.3
187	0.35
188	0.55
189	0.5
190	0.35
191	0.35
192	0.5
193	0.5
194	0.3
195	0.5
196	0.4
197	0.4
198	0.4
199	0.5
200	0.4
201	0.4
202	0.4
203	0.3
204	0.3
205	0.35
206	0.4
207	0.4
208	0.5
209	0.4
210	0.35
211	0.5
212	0.3
213	0.3
214	0.35
215	0.55
216	0.4
217	0.5
218	0.3
219	0.55
220	0.35
221	0.3
222	0.4
223	0.35
224	0.5
225	0.35
226	0.5
227	0.5
228	0.55
