ID	Radius 
0	0.5
1	0.3
2	0.3
3	0.4
4	0.5
5	0.4
6	0.5
7	0.4
8	0.3
9	0.55
10	0.3
11	0.4
12	0.3
13	0.55
14	0.3
15	0.5
16	0.4
17	0.55
18	0.35
19	0.4
20	0.55
21	0.55
22	0.4
23	0.3
24	0.4
25	0.3
26	0.55
27	0.5
28	0.4
29	0.35
30	0.55
31	0.3
32	0.3
33	0.4
34	0.35
35	0.3
36	0.5
37	0.35
38	0.5
39	0.3
40	0.4
41	0.35
42	0.3
43	0.35
44	0.5
45	0.5
46	0.55
47	0.3
48	0.5
49	0.55
50	0.35
51	0.55
52	0.3
53	0.4
54	0.5
55	0.3
56	0.3
57	0.5
58	0.3
59	0.4
60	0.3
61	0.35
62	0.3
63	0.5
64	0.3
65	0.55
66	0.4
67	0.3
68	0.4
69	0.4
70	0.5
71	0.3
72	0.5
73	0.35
74	0.4
75	0.4
76	0.3
77	0.55
78	0.5
79	0.4
80	0.55
81	0.55
82	0.3
83	0.35
84	0.5
85	0.55
86	0.4
87	0.35
88	0.55
89	0.35
90	0.3
91	0.4
92	0.35
93	0.5
94	0.5
95	0.4
96	0.4
97	0.5
98	0.55
99	0.5
100	0.5
101	0.5
102	0.55
103	0.5
104	0.4
105	0.3
106	0.5
107	0.55
108	0.55
109	0.55
110	0.4
111	0.3
112	0.35
113	0.5
114	0.55
115	0.55
116	0.55
117	0.4
118	0.55
119	0.5
120	0.5
121	0.4
122	0.55
123	0.4
124	0.3
125	0.3
126	0.5
127	0.3
128	0.3
129	0.5
130	0.35
131	0.5
132	0.3
133	0.3
134	0.3
135	0.55
136	0.3
137	0.5
138	0.3
139	0.5
140	0.55
141	0.5
142	0.3
143	0.3
144	0.4
145	0.4
146	0.4
147	0.3
148	0.5
149	0.3
150	0.55
151	0.4
152	0.5
153	0.3
154	0.35
155	0.35
156	0.55
157	0.4
158	0.3
159	0.4
160	0.55
161	0.5
162	0.3
163	0.5
164	0.35
165	0.5
166	0.35
167	0.3
168	0.3
169	0.35
170	0.5
171	0.4
172	0.55
173	0.5
174	0.5
175	0.55
176	0.35
177	0.55
178	0.4
179	0.55
180	0.35
181	0.55
182	0.3
183	0.35
184	0.5
185	0.3
186	0.55
187	0.5
188	0.5
189	0.3
190	0.35
191	0.4
192	0.35
193	0.4
194	0.3
195	0.4
196	0.5
197	0.4
198	0.4
199	0.5
200	0.3
201	0.35
202	0.35
203	0.4
204	0.55
205	0.55
206	0.3
207	0.4
208	0.35
209	0.5
210	0.3
211	0.35
212	0.4
213	0.4
214	0.4
215	0.4
216	0.4
217	0.4
218	0.35
219	0.3
220	0.3
221	0.4
222	0.55
223	0.4
224	0.55
225	0.4
226	0.55
227	0.3
228	0.3
229	0.3
230	0.35
231	0.3
232	0.35
233	0.35
234	0.4
235	0.35
236	0.4
237	0.5
238	0.3
239	0.55
240	0.5
241	0.4
242	0.35
243	0.35
244	0.55
245	0.35
246	0.35
247	0.5
248	0.4
249	0.35
250	0.35
251	0.35
252	0.55
253	0.3
254	0.35
255	0.3
256	0.4
257	0.5
258	0.55
259	0.5
260	0.35
261	0.55
262	0.35
263	0.4
264	0.35
265	0.5
266	0.3
267	0.55
268	0.3
269	0.5
270	0.5
271	0.55
272	0.4
273	0.3
274	0.35
275	0.4
276	0.5
277	0.35
278	0.5
279	0.55
280	0.4
281	0.4
282	0.5
283	0.5
284	0.4
285	0.55
286	0.35
287	0.4
288	0.4
289	0.35
290	0.35
291	0.55
292	0.3
293	0.55
294	0.35
295	0.55
296	0.3
297	0.5
298	0.55
299	0.4
300	0.55
301	0.3
302	0.5
303	0.35
304	0.4
305	0.35
306	0.5
307	0.3
308	0.3
309	0.5
310	0.5
311	0.35
312	0.55
313	0.55
314	0.35
315	0.55
316	0.55
317	0.35
318	0.55
319	0.35
320	0.3
321	0.3
322	0.55
323	0.55
324	0.35
325	0.5
326	0.55
327	0.4
328	0.4
329	0.5
330	0.55
331	0.3
332	0.55
333	0.3
334	0.35
335	0.55
336	0.4
337	0.4
338	0.4
339	0.5
340	0.4
341	0.4
342	0.4
343	0.4
344	0.5
345	0.4
346	0.4
347	0.35
348	0.4
349	0.55
350	0.35
351	0.5
352	0.3
353	0.35
354	0.55
355	0.55
356	0.55
357	0.55
358	0.3
359	0.5
360	0.35
361	0.3
362	0.55
363	0.35
364	0.55
365	0.4
366	0.5
367	0.5
368	0.55
369	0.35
370	0.55
371	0.4
372	0.35
373	0.35
374	0.55
375	0.3
376	0.3
377	0.35
378	0.5
379	0.35
380	0.4
381	0.4
382	0.4
383	0.5
384	0.35
385	0.3
386	0.4
387	0.3
388	0.4
389	0.55
390	0.5
391	0.35
392	0.5
393	0.5
394	0.5
395	0.3
396	0.3
397	0.55
398	0.3
399	0.55
400	0.5
401	0.3
402	0.35
403	0.55
404	0.3
405	0.3
406	0.3
407	0.4
408	0.5
409	0.55
410	0.55
411	0.4
412	0.55
413	0.55
414	0.55
415	0.55
416	0.5
417	0.55
418	0.35
419	0.55
420	0.5
421	0.35
422	0.3
423	0.5
424	0.4
425	0.3
426	0.55
427	0.55
428	0.55
429	0.4
430	0.55
431	0.5
432	0.35
433	0.55
434	0.35
435	0.35
436	0.55
437	0.3
438	0.4
439	0.35
440	0.55
441	0.55
442	0.4
443	0.4
444	0.3
445	0.35
446	0.4
447	0.5
448	0.5
449	0.4
450	0.55
451	0.35
452	0.35
453	0.4
454	0.4
455	0.5
456	0.3
457	0.55
458	0.55
459	0.55
460	0.4
461	0.4
462	0.35
463	0.35
464	0.3
465	0.3
466	0.3
467	0.35
468	0.3
469	0.55
470	0.3
471	0.55
472	0.3
473	0.3
474	0.35
475	0.3
476	0.4
477	0.55
478	0.35
479	0.55
480	0.3
481	0.35
482	0.35
483	0.35
484	0.5
485	0.55
486	0.55
487	0.55
488	0.4
489	0.3
490	0.55
491	0.55
492	0.3
493	0.35
494	0.35
495	0.3
496	0.3
497	0.55
498	0.3
499	0.4
500	0.4
501	0.3
502	0.3
503	0.3
504	0.35
505	0.4
506	0.5
507	0.5
508	0.35
509	0.3
510	0.5
511	0.55
512	0.3
