7.023570	 8.976430	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	
7.061283	 8.938717	17.973333	 17.000000	17.963333	 17.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	4.025876	 13.005490	4.035164	 13.008078	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	
7.098995	 8.901005	17.933333	 17.000000	17.896667	 17.000000	17.980000	 17.000000	17.980000	 17.000000	4.000000	 21.980000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	4.062381	 13.021810	4.096675	 13.033723	4.019296	 13.002981	4.019296	 13.002981	4.019296	 13.002981	
7.136707	 8.863293	17.893333	 17.000000	17.830000	 17.000000	17.913333	 17.000000	17.906667	 17.000000	4.000000	 21.900000	4.000000	 21.993333	4.000000	 21.993333	4.000000	 21.993333	4.000000	 21.993333	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	-1000.000000	 -1000.000000	4.098199	 13.039615	4.156701	 13.062724	4.081506	 13.026819	4.087809	 13.029001	4.093652	 13.031052	
7.174420	 8.825580	17.853333	 17.000000	17.763333	 17.000000	17.846667	 17.000000	17.833333	 17.000000	4.000000	 21.820000	4.000000	 21.916667	4.000000	 21.940000	4.000000	 21.953333	4.000000	 21.930000	4.000000	 22.000000	4.000000	 22.000000	4.000000	 22.000000	4.000000	 22.000000	4.000000	 22.000000	4.133920	 13.057617	4.216288	 13.092622	4.141758	 13.055343	4.154198	 13.060138	4.166190	 13.064778	
7.212132	 8.787868	17.813333	 17.000000	17.696667	 17.000000	17.780000	 17.000000	17.760000	 17.000000	4.000000	 21.740000	4.000000	 21.830000	4.000000	 21.886667	4.000000	 21.913333	4.000000	 21.863333	4.000000	 21.946667	4.000000	 21.943333	4.000000	 21.940000	4.000000	 21.938333	4.000000	 21.953333	4.169627	 13.075644	4.275752	 13.122762	4.201409	 13.085112	4.219860	 13.092791	4.237875	 13.100290	
7.249844	 8.750156	17.773333	 17.000000	17.630000	 17.000000	17.713333	 17.000000	17.686667	 17.000000	4.000000	 21.660000	4.000000	 21.743333	4.000000	 21.833333	4.000000	 21.873333	4.000000	 21.796667	4.000000	 21.880000	4.000000	 21.870000	4.000000	 21.860000	4.000000	 21.851667	4.000000	 21.900000	4.205333	 13.093675	4.335183	 13.152969	4.260891	 13.115217	4.285294	 13.125901	4.309266	 13.136392	
7.287557	 8.712443	17.733333	 17.000000	17.563333	 17.000000	17.646667	 17.000000	17.613333	 17.000000	4.000000	 21.580000	4.000000	 21.656667	4.000000	 21.780000	4.000000	 21.833333	4.000000	 21.730000	4.000000	 21.813333	4.000000	 21.796667	4.000000	 21.780000	4.000000	 21.765000	4.000000	 21.846667	4.241038	 13.111707	4.394604	 13.183193	4.320326	 13.145414	4.350657	 13.159148	4.380558	 13.172690	
7.325269	 8.674731	17.693333	 17.000000	17.496667	 17.000000	17.580000	 17.000000	17.540000	 17.000000	4.000000	 21.500000	4.000000	 21.570000	4.000000	 21.726667	4.000000	 21.793333	4.000000	 21.663333	4.000000	 21.746667	4.000000	 21.723333	4.000000	 21.700000	4.000000	 21.678333	4.000000	 21.793333	4.276743	 13.129738	4.454023	 13.213423	4.379749	 13.175636	4.415999	 13.192438	4.451815	 13.209053	
7.362981	 8.637019	17.653333	 17.000000	17.430000	 17.000000	17.513333	 17.000000	17.466667	 17.000000	4.005227	 21.420369	4.000000	 21.483333	4.000000	 21.673333	4.000000	 21.753333	4.000000	 21.596667	4.000000	 21.680000	4.000000	 21.650000	4.000000	 21.620000	4.000000	 21.591667	4.000000	 21.740000	4.312448	 13.147770	4.513442	 13.243653	4.439169	 13.205865	4.481334	 13.225741	4.523062	 13.245439	
7.400694	 8.599306	17.613333	 17.000000	17.363333	 17.000000	17.446667	 17.000000	17.393333	 17.000000	4.026986	 21.343441	4.009919	 21.397512	4.000000	 21.620000	4.000000	 21.713333	4.000000	 21.530000	4.000000	 21.613333	4.000000	 21.576667	4.000000	 21.540000	4.000000	 21.505000	4.000000	 21.686667	4.348154	 13.165801	4.572860	 13.273885	4.498587	 13.236096	4.546668	 13.259048	4.594305	 13.281832	
7.438406	 8.561594	17.573333	 17.000000	17.296667	 17.000000	17.380000	 17.000000	17.320000	 17.000000	4.054853	 21.268458	4.035165	 21.314641	4.000000	 21.566667	4.000000	 21.673333	4.001797	 21.463430	4.000000	 21.546667	4.000000	 21.503333	4.000000	 21.460000	4.005351	 21.418691	4.000000	 21.633333	4.383859	 13.183833	4.632278	 13.304116	4.558005	 13.266327	4.612000	 13.292356	4.665546	 13.318228	
7.476119	 8.523881	17.533333	 17.000000	17.230000	 17.000000	17.313333	 17.000000	17.246667	 17.000000	4.084699	 21.194234	4.065746	 21.233554	4.000000	 21.513333	4.000000	 21.633333	4.018701	 21.399021	4.000000	 21.480000	4.005071	 21.430379	4.014862	 21.381556	4.028128	 21.335133	4.000000	 21.580000	4.419564	 13.201864	4.691696	 13.334347	4.617423	 13.296558	4.677333	 13.325664	4.741731	 13.340281	
7.513831	 8.486169	17.493333	 17.000000	17.163333	 17.000000	17.246667	 17.000000	17.173333	 17.000000	4.115193	 21.120274	4.098205	 21.153196	4.001686	 21.460107	4.000000	 21.593333	4.041787	 21.336485	4.013564	 21.414876	4.025663	 21.360044	4.040519	 21.305801	4.057846	 21.253729	4.000000	 21.526667	4.455269	 13.219896	4.757308	 13.343818	4.676842	 13.326789	4.747348	 13.344990	4.821647	 13.339470	
7.551543	 8.448457	17.453333	 17.000000	17.096667	 17.000000	17.180000	 17.000000	17.100000	 17.000000	4.145902	 21.046403	4.131332	 21.073110	4.016486	 21.408927	4.000000	 21.553333	4.066505	 21.274570	4.035776	 21.352030	4.051518	 21.291424	4.069645	 21.231293	4.090000	 21.173248	4.000000	 21.473333	4.490975	 13.237927	4.823764	 13.338894	4.740644	 13.343538	4.820586	 13.342972	4.901170	 13.330824	
7.589256	 8.410744	17.413333	 17.000000	17.030000	 17.000000	17.113333	 17.000000	17.026667	 17.000000	4.176682	 20.972561	4.164699	 20.993124	4.035594	 21.359137	4.000000	 21.513333	4.091661	 21.212832	4.060261	 21.290023	4.078927	 21.223406	4.099903	 21.157236	4.123018	 21.093118	4.012104	 21.421520	4.526680	 13.255959	4.889838	 13.330036	4.807196	 13.340700	4.893399	 13.334307	4.980375	 13.319585	
7.626968	 8.373032	17.373333	 17.000000	16.963333	 17.000000	17.046667	 17.000000	16.953333	 17.000000	4.207485	 20.898729	4.198152	 20.913174	4.055562	 21.309683	4.001515	 21.473449	4.116934	 21.151142	4.085354	 21.228259	4.106802	 21.155577	4.130534	 21.083333	4.156346	 21.013116	4.030681	 21.371532	4.562385	 13.273990	4.955762	 13.320114	4.873340	 13.332406	4.965952	 13.323640	5.059455	 13.307487	
7.664680	 8.335320	17.333333	 17.000000	16.896667	 17.000000	16.980000	 17.000000	16.880000	 17.000000	4.238297	 20.824901	4.231636	 20.833237	4.075704	 21.260299	4.013632	 21.435364	4.142240	 21.089464	4.110611	 21.166562	4.134816	 21.087806	4.161287	 21.009480	4.189785	 20.933160	4.050542	 21.322035	4.598090	 13.292022	5.021642	 13.309904	4.939287	 13.322637	5.038414	 13.312367	5.138491	 13.295102	
7.702393	 8.297607	17.293333	 17.000000	16.830000	 17.000000	16.913333	 17.000000	16.806667	 17.000000	4.269110	 20.751073	4.265131	 20.753304	4.095882	 21.210930	4.028274	 21.398141	4.167555	 21.027791	4.135912	 21.104883	4.162873	 21.020052	4.192082	 20.935645	4.223263	 20.853221	4.070663	 21.272643	4.633796	 13.310053	5.087510	 13.299615	5.005174	 13.312468	5.110847	 13.300910	5.217511	 13.282621	
7.740105	 8.259895	17.253333	 17.000000	16.763333	 17.000000	16.846667	 17.000000	16.733333	 17.000000	4.299925	 20.677246	4.298630	 20.673374	4.116067	 21.161564	4.043246	 21.361049	4.192871	 20.966118	4.161226	 21.043209	4.190942	 20.952303	4.222890	 20.861815	4.256757	 20.773287	4.090836	 21.223272	4.669501	 13.328085	5.153374	 13.289304	5.071043	 13.302190	5.183271	 13.289398	5.296527	 13.270108	
7.777817	 8.222183	17.213333	 17.000000	16.696667	 17.000000	16.780000	 17.000000	16.660000	 17.000000	4.330740	 20.603419	4.332131	 20.593444	4.136254	 21.112199	4.058262	 21.323974	4.218189	 20.904446	4.186542	 20.981536	4.219016	 20.884556	4.253703	 20.787987	4.290255	 20.693356	4.111021	 21.173906	4.708140	 13.335533	5.219238	 13.278988	5.136908	 13.291883	5.255692	 13.277869	5.375540	 13.257585	
7.815530	 8.184470	17.173333	 17.000000	16.630000	 17.000000	16.713333	 17.000000	16.586667	 17.000000	4.361555	 20.529592	4.365632	 20.513514	4.156441	 21.062834	4.073283	 21.286902	4.243506	 20.842774	4.211859	 20.919864	4.247090	 20.816810	4.284518	 20.714159	4.323755	 20.613426	4.131207	 21.124540	4.747924	 13.331497	5.285101	 13.268670	5.202772	 13.281567	5.328113	 13.266335	5.454553	 13.245058	
7.853242	 8.146758	17.133333	 17.000000	16.563333	 17.000000	16.646667	 17.000000	16.513333	 17.000000	4.392370	 20.455765	4.399133	 20.433584	4.176628	 21.013468	4.088306	 21.249830	4.268824	 20.781102	4.237177	 20.858192	4.275165	 20.749063	4.315332	 20.640332	4.357256	 20.533496	4.151394	 21.075175	4.787531	 13.325906	5.350965	 13.258351	5.268636	 13.271249	5.400533	 13.254799	5.533566	 13.232529	
7.890955	 8.109045	17.093333	 17.000000	16.496667	 17.000000	16.580000	 17.000000	16.440000	 17.000000	4.423185	 20.381938	4.432634	 20.353654	4.196815	 20.964103	4.103328	 21.212758	4.294141	 20.719429	4.262494	 20.796520	4.303240	 20.681317	4.346147	 20.566505	4.390758	 20.453566	4.171581	 21.025810	4.827108	 13.320108	5.416828	 13.248032	5.334499	 13.260931	5.472953	 13.243262	5.608783	 13.206946	
7.928667	 8.071333	17.053333	 17.000000	16.430000	 17.000000	16.513333	 17.000000	16.366667	 17.000000	4.450243	 20.306703	4.460081	 20.271478	4.217002	 20.914738	4.118351	 21.175686	4.319459	 20.657757	4.287812	 20.734847	4.331315	 20.613570	4.376963	 20.492678	4.424259	 20.373637	4.191768	 20.976444	4.866682	 13.314282	5.482691	 13.237714	5.400362	 13.250612	5.545373	 13.231725	5.675226	 13.162505	
