-1229.804001	-1124.704516	-1026.731928	-935.213491	-849.551238	-769.213391	-769.213391	-698.155490	-631.152403	-567.866689	-507.997334	-451.274970	-397.457822	-346.328264	-297.689876	-251.364922	-207.192183	-165.025080	-124.730046	-86.185120	-49.278708	-13.908507	20.019444	52.591596	83.887625	113.981086	142.939986	170.827298	197.701423	223.616590	248.623229	272.768292	296.095552	318.645867	340.457416	361.565918	382.004826	401.805503	420.997385	439.608122	457.663717	475.188646	492.205963	508.737409	524.803499	540.423610	555.616057	570.398168	584.786344	598.796127	612.442248	625.738687
-1165.872522	-1063.106069	-967.308307	-877.821424	-794.060730	-715.506247	-715.506247	-646.025711	-580.509980	-518.629102	-460.088746	-404.625523	-352.003025	-302.008457	-254.449758	-209.153141	-165.960962	-124.729897	-85.329345	-47.640051	-11.552900	23.032143	56.206950	88.056055	118.657366	148.082802	176.398863	203.667125	229.944689	255.284583	279.736117	303.345200	326.154634	348.204370	369.531740	390.171669	410.156868	429.518003	448.283857	466.481467	484.136259	501.272164	517.911725	534.076201	549.785650	565.059021	579.914222	594.368195	608.436978	622.135767	635.478968	648.480248
-1101.941044	-1001.507622	-907.884686	-820.429358	-738.570221	-661.799103	-661.799103	-593.895933	-529.867557	-469.391515	-412.180158	-357.976075	-306.548227	-257.688649	-211.209641	-166.941359	-124.729741	-84.434714	-45.928644	-9.094983	26.172909	59.972792	92.394457	123.520515	153.427106	182.184519	209.857741	236.506951	262.187955	286.952576	310.849004	333.922108	356.213717	377.762874	398.606064	418.777420	438.308909	457.230503	475.570329	493.354813	510.608801	527.355681	543.617487	559.414993	574.767802	589.694433	604.212387	618.338222	632.087612	645.475407	658.515687	671.221809
-1038.009565	-939.909174	-848.461065	-763.037292	-683.079712	-608.091959	-608.091959	-541.766154	-479.225134	-420.153929	-364.271570	-311.326628	-261.093430	-213.368842	-167.969524	-124.729578	-83.498520	-44.139532	-6.527943	29.450086	63.898717	96.913442	128.581963	158.984974	188.196847	216.286235	243.316618	269.346777	294.431221	318.620570	341.961892	364.499016	386.272799	407.321377	427.680387	447.383170	466.460951	484.943003	502.856802	520.228158	537.081342	553.439199	569.323249	584.753784	599.749954	614.329845	628.510552	642.308249	655.738246	668.815047	681.552406	693.963370
-974.078087	-878.310727	-789.037444	-705.645226	-627.589203	-554.384815	-554.384815	-489.636376	-428.582711	-370.916342	-316.362981	-264.677181	-215.638632	-169.049034	-124.729406	-82.517796	-42.267299	-3.844349	32.872757	67.995154	101.624526	133.854092	164.769469	194.449434	222.966587	250.387952	276.775496	302.186604	326.674487	350.288563	373.074780	395.075925	416.331882	436.879881	456.754711	475.988921	494.612992	512.655503	530.143274	547.101503	563.553884	579.522717	595.029011	610.092576	624.732106	638.965256	652.808717	666.278276	679.388879	692.154688	704.589126	716.704931
-910.146608	-816.712280	-729.613823	-648.253160	-572.098695	-500.677671	-500.677671	-437.506597	-377.940288	-321.678755	-268.454393	-218.027733	-170.183835	-124.729227	-81.489289	-40.306015	-1.036077	36.450834	72.273458	106.540223	139.350334	170.794741	200.956976	229.913893	257.736328	284.489668	310.234374	335.026430	358.917754	381.956556	404.187668	425.652833	446.390964	466.438384	485.829035	504.594672	522.765033	540.368002	557.429747	573.974849	590.026426	605.606235	620.734773	635.431368	649.714258	663.600668	677.106882	690.248303	703.039513	715.494328	727.625845	739.446492
-846.215129	-755.113832	-670.190201	-590.861093	-516.608186	-446.970527	-446.970527	-385.376819	-327.297865	-272.441168	-220.545805	-171.378286	-124.729038	-80.409419	-38.249172	1.905767	40.195144	76.746016	111.674159	145.085291	177.076142	207.735391	237.144482	265.378353	292.506068	318.591384	343.693251	367.866256	391.161020	413.624549	435.300556	456.229741	476.450046	495.996887	514.903359	533.200423	550.917075	568.080502	584.716219	600.848194	616.498968	631.689753	646.440536	660.770160	674.696409	688.236080	701.405047	714.218330	726.690147	738.833968	750.662564	762.188052
-782.283651	-693.515385	-610.766580	-533.469027	-461.117677	-393.263383	-393.263383	-333.247040	-276.655442	-223.203581	-172.637217	-124.728839	-79.274240	-36.089612	4.990946	44.117548	81.426365	117.041199	151.074860	183.630360	214.801951	244.676040	273.331988	300.842812	327.275808	352.693101	377.152129	400.706083	423.404286	445.292542	466.413444	486.806649	506.509129	525.555391	543.977683	561.806173	579.069116	595.793002	612.002691	627.721540	642.971509	657.773271	672.146298	686.108952	699.678561	712.871491	725.703212	738.188357	750.340781	762.173608	773.699284	784.929613
-718.352172	-631.916938	-551.342959	-476.076961	-405.627169	-339.556239	-339.556239	-281.117262	-226.013019	-173.965994	-124.728629	-78.079391	-33.819443	8.230196	48.231063	86.329330	122.657586	157.336381	190.475561	222.175428	252.527759	281.616690	309.519495	336.307272	362.045549	386.794817	410.611007	433.545909	455.647552	476.960535	497.526332	517.383558	536.568211	555.113894	573.052007	590.411924	607.221158	623.505502	639.289164	654.594885	669.444051	683.856788	697.852060	711.447744	724.660713	737.506903	750.001377	762.158384	773.991415	785.513249	796.736003	807.671174
-654.420693	-570.318490	-491.919338	-418.684895	-350.136660	-285.849095	-285.849095	-228.987484	-175.370596	-124.728408	-76.820041	-31.429944	11.635355	52.550003	91.471180	128.541111	163.888807	197.631564	229.876262	260.720497	290.253568	318.557340	345.707001	371.771731	396.815289	420.896533	444.069884	466.385735	487.890818	508.628528	528.639220	547.960466	566.627294	584.672398	602.126331	619.017675	635.373199	651.218002	666.575636	681.468231	695.916593	709.940306	723.557822	736.786536	749.642865	762.142315	774.299542	786.128411	797.642048	808.852889	819.772723	830.412735
