-5485.193293	-4111.771051	-2972.265377	-2029.658538	-1252.076201	-612.186901	-86.657647	344.338252	697.564907	987.122647	1224.805315	1224.805315	1387.739193	1521.202325	1632.527366	1726.800675	1807.661293	1877.781546	1939.168060	1993.356905	2041.543882	2084.673806	2123.503064	2158.644366	2190.599308	2219.782468	2246.539493	2271.160854	2293.892431	2314.943755	2334.494486	2352.699551	2369.693259	2385.592623	2400.500054	2414.505571	2427.688621	2440.119586	2451.861039	2462.968802	2473.492826	2483.477948	2492.964529	2501.988996	2510.584313	2518.780379	2526.604382	2534.081094	2541.233136	2548.081206	2554.644281	2560.939788	2566.983764	2572.790986	2578.375100	2583.748721	2588.923529	2593.910359	2598.719270	2603.359616	2607.840109	2612.168868	2616.353472	2620.401006	2624.318094	2628.110943	2631.785372	2635.346842	2638.800481	2642.151115	2645.403284	2648.561266	2651.629093	2654.610572	2657.509298	2660.328670
-5478.577973	-4106.244002	-2967.641249	-2025.781313	-1248.815115	-609.432850	-84.320015	346.334372	699.281137	988.609438	1226.103771	1226.103771	1388.908543	1522.265922	1633.502751	1727.701360	1808.497906	1878.562597	1939.900470	1994.046376	2042.195172	2085.290920	2124.089411	2159.202868	2191.132489	2220.292525	2247.028348	2271.630200	2294.343765	2315.378408	2334.913647	2353.104287	2370.084530	2385.971295	2400.866914	2414.861333	2428.033937	2440.455052	2452.187202	2463.286163	2473.801848	2483.779058	2493.258122	2502.275438	2510.863944	2519.053516	2526.871319	2534.342107	2541.488482	2548.331126	2554.889000	2561.179519	2567.218705	2573.021326	2578.601016	2583.970378	2589.141086	2594.123964	2598.929064	2603.565734	2608.042676	2612.368005	2616.549294	2620.593620	2624.507605	2628.297449	2631.968966	2635.527614	2638.978517	2642.326496	2645.576088	2648.731567	2651.796963	2654.776080	2657.672509	2660.489647
-5471.962652	-4100.716953	-2963.017121	-2021.904087	-1245.554030	-606.678799	-81.982383	348.330492	700.997368	990.096229	1227.402227	1227.402227	1390.077894	1523.329519	1634.478137	1728.602045	1809.334519	1879.343648	1940.632879	1994.735848	2042.846461	2085.908034	2124.675757	2159.761369	2191.665670	2220.802581	2247.517203	2272.099545	2294.795098	2315.813061	2335.332808	2353.509022	2370.475800	2386.349967	2401.233774	2415.217095	2428.379253	2440.790518	2452.513364	2463.603523	2474.110869	2484.080168	2493.551715	2502.561880	2511.143575	2519.326653	2527.138257	2534.603120	2541.743827	2548.581045	2555.133719	2561.419250	2567.453647	2573.251666	2578.826931	2584.192035	2589.358643	2594.337570	2599.138859	2603.771852	2608.245244	2612.567143	2616.745116	2620.786235	2624.697116	2628.483955	2632.152560	2635.708386	2639.156552	2642.501876	2645.748891	2648.901868	2651.964833	2654.941588	2657.835720	2660.650624
-5465.347332	-4095.189904	-2958.392992	-2018.026861	-1242.292944	-603.924748	-79.644751	350.326612	702.713598	991.583020	1228.700683	1228.700683	1391.247245	1524.393116	1635.453522	1729.502731	1810.171132	1880.124699	1941.365289	1995.425319	2043.497750	2086.525147	2125.262104	2160.319870	2192.198850	2221.312638	2248.006058	2272.568891	2295.246432	2316.247714	2335.751970	2353.913758	2370.867070	2386.728639	2401.600633	2415.572857	2428.724569	2441.125984	2452.839527	2463.920884	2474.419891	2484.381278	2493.845308	2502.848322	2511.423207	2519.599790	2527.405194	2534.864133	2541.999173	2548.830965	2555.378438	2561.658980	2567.688588	2573.482006	2579.052846	2584.413693	2589.576200	2594.551175	2599.348654	2603.977970	2608.447812	2612.766281	2616.940938	2620.978850	2624.886627	2628.670460	2632.336154	2635.889158	2639.334587	2642.677256	2645.921695	2649.072169	2652.132704	2655.107096	2657.998931	2660.811601
-5458.732011	-4089.662855	-2953.768864	-2014.149635	-1239.031858	-601.170698	-77.307118	352.322732	704.429829	993.069810	1229.999139	1229.999139	1392.416595	1525.456713	1636.428908	1730.403416	1811.007745	1880.905750	1942.097699	1996.114791	2044.149039	2087.142261	2125.848450	2160.878371	2192.732031	2221.822695	2248.494913	2273.038236	2295.697765	2316.682367	2336.171131	2354.318494	2371.258341	2387.107312	2401.967493	2415.928619	2429.069886	2441.461450	2453.165689	2464.238245	2474.728913	2484.682387	2494.138901	2503.134764	2511.702838	2519.872927	2527.672131	2535.125145	2542.254519	2549.080884	2555.623157	2561.898711	2567.923530	2573.712346	2579.278761	2584.635350	2589.793757	2594.764781	2599.558449	2604.184088	2608.650380	2612.965419	2617.136760	2621.171465	2625.076138	2628.856966	2632.519748	2636.069930	2639.512623	2642.852637	2646.094498	2649.242470	2652.300574	2655.272603	2658.162142	2660.972578
-5452.116691	-4084.135806	-2949.144736	-2010.272409	-1235.770772	-598.416647	-74.969486	354.318852	706.146059	994.556601	1231.297595	1231.297595	1393.585946	1526.520310	1637.404293	1731.304101	1811.844358	1881.686801	1942.830109	1996.804263	2044.800328	2087.759375	2126.434797	2161.436873	2193.265212	2222.332751	2248.983768	2273.507582	2296.149098	2317.117019	2336.590292	2354.723230	2371.649611	2387.485984	2402.334353	2416.284382	2429.415202	2441.796916	2453.491851	2464.555606	2475.037935	2484.983497	2494.432493	2503.421206	2511.982469	2520.146064	2527.939069	2535.386158	2542.509865	2549.330804	2555.867876	2562.138441	2568.158471	2573.942686	2579.504677	2584.857007	2590.011314	2594.978386	2599.768244	2604.390206	2608.852947	2613.164556	2617.332582	2621.364079	2625.265649	2629.043471	2632.703343	2636.250702	2639.690658	2643.028017	2646.267302	2649.412771	2652.468444	2655.438111	2658.325353	2661.133555
-5445.501371	-4078.608757	-2944.520608	-2006.395183	-1232.509687	-595.662596	-72.631854	356.314972	707.862289	996.043392	1232.596051	1232.596051	1394.755296	1527.583908	1638.379678	1732.204786	1812.680971	1882.467852	1943.562518	1997.493734	2045.451618	2088.376489	2127.021143	2161.995374	2193.798393	2222.842808	2249.472623	2273.976927	2296.600432	2317.551672	2337.009453	2355.127966	2372.040882	2387.864656	2402.701213	2416.640144	2429.760518	2442.132382	2453.818014	2464.872967	2475.346956	2485.284607	2494.726086	2503.707648	2512.262100	2520.419200	2528.206006	2535.647171	2542.765210	2549.580723	2556.112595	2562.378172	2568.393413	2574.173026	2579.730592	2585.078664	2590.228871	2595.191991	2599.978039	2604.596324	2609.055515	2613.363694	2617.528404	2621.556694	2625.455160	2629.229977	2632.886937	2636.431474	2639.868694	2643.203398	2646.440105	2649.583073	2652.636315	2655.603619	2658.488564	2661.294531
-5438.886050	-4073.081708	-2939.896480	-2002.517957	-1229.248601	-592.908546	-70.294222	358.311092	709.578520	997.530183	1233.894507	1233.894507	1395.924647	1528.647505	1639.355064	1733.105472	1813.517584	1883.248903	1944.294928	1998.183206	2046.102907	2088.993603	2127.607489	2162.553875	2194.331574	2223.352865	2249.961478	2274.446273	2297.051765	2317.986325	2337.428614	2355.532702	2372.432152	2388.243328	2403.068072	2416.995906	2430.105834	2442.467848	2454.144176	2465.190327	2475.655978	2485.585717	2495.019679	2503.994091	2512.541732	2520.692337	2528.472943	2535.908184	2543.020556	2549.830643	2556.357315	2562.617903	2568.628354	2574.403366	2579.956507	2585.300322	2590.446427	2595.405597	2600.187834	2604.802442	2609.258083	2613.562832	2617.724226	2621.749309	2625.644671	2629.416482	2633.070531	2636.612246	2640.046729	2643.378778	2646.612909	2649.753374	2652.804185	2655.769127	2658.651775	2661.455508
-5432.270730	-4067.554659	-2935.272351	-1998.640731	-1225.987515	-590.154495	-67.956590	360.307212	711.294750	999.016974	1235.192963	1235.192963	1397.093997	1529.711102	1640.330449	1734.006157	1814.354197	1884.029954	1945.027338	1998.872677	2046.754196	2089.610717	2128.193836	2163.112376	2194.864754	2223.862921	2250.450333	2274.915618	2297.503099	2318.420978	2337.847776	2355.937438	2372.823423	2388.622000	2403.434932	2417.351668	2430.451150	2442.803314	2454.470338	2465.507688	2475.965000	2485.886827	2495.313272	2504.280533	2512.821363	2520.965474	2528.739880	2536.169197	2543.275902	2550.080562	2556.602034	2562.857633	2568.863296	2574.633706	2580.182422	2585.521979	2590.663984	2595.619202	2600.397629	2605.008560	2609.460651	2613.761970	2617.920048	2621.941924	2625.834182	2629.602988	2633.254125	2636.793018	2640.224764	2643.554159	2646.785712	2649.923675	2652.972055	2655.934635	2658.814986	2661.616485
-5425.655409	-4062.027610	-2930.648223	-1994.763505	-1222.726429	-587.400444	-65.618958	362.303332	713.010981	1000.503765	1236.491419	1236.491419	1398.263348	1530.774699	1641.305835	1734.906842	1815.190810	1884.811006	1945.759747	1999.562149	2047.405485	2090.227831	2128.780182	2163.670877	2195.397935	2224.372978	2250.939188	2275.384964	2297.954432	2318.855631	2338.266937	2356.342174	2373.214693	2389.000672	2403.801792	2417.707430	2430.796466	2443.138780	2454.796501	2465.825049	2476.274022	2486.187936	2495.606865	2504.566975	2513.100994	2521.238611	2529.006818	2536.430210	2543.531248	2550.330482	2556.846753	2563.097364	2569.098237	2574.864046	2580.408337	2585.743636	2590.881541	2595.832808	2600.607424	2605.214678	2609.663219	2613.961107	2618.115870	2622.134539	2626.023693	2629.789494	2633.437719	2636.973790	2640.402800	2643.729539	2646.958516	2650.093976	2653.139925	2656.100143	2658.978197	2661.777462
