ID	Radius 
0	0.5
1	0.4
2	0.45
3	0.5
4	0.3
5	0.3
6	0.45
7	0.45
8	0.55
9	0.45
10	0.4
11	0.45
12	0.45
13	0.45
14	0.45
15	0.5
16	0.4
17	0.5
18	0.45
19	0.4
20	0.55
21	0.55
22	0.35
23	0.55
24	0.45
25	0.45
26	0.5
27	0.4
28	0.35
29	0.35
30	0.5
31	0.55
32	0.3
33	0.4
34	0.5
35	0.55
36	0.4
37	0.45
38	0.3
39	0.35
40	0.55
41	0.35
42	0.45
43	0.55
44	0.55
45	0.35
46	0.4
47	0.45
48	0.35
49	0.4
50	0.35
51	0.45
52	0.55
53	0.5
54	0.45
55	0.3
56	0.4
57	0.55
58	0.4
59	0.3
60	0.3
61	0.35
62	0.4
63	0.45
64	0.5
65	0.3
66	0.4
67	0.3
68	0.35
69	0.45
70	0.3
71	0.35
72	0.4
73	0.35
74	0.45
75	0.4
76	0.5
77	0.5
78	0.45
79	0.5
80	0.35
81	0.4
82	0.3
83	0.4
84	0.5
85	0.45
86	0.5
87	0.5
88	0.35
89	0.3
90	0.3
91	0.3
92	0.35
93	0.55
94	0.45
95	0.4
96	0.4
97	0.5
98	0.4
99	0.3
100	0.3
101	0.55
102	0.45
103	0.35
104	0.55
105	0.4
106	0.4
107	0.3
108	0.3
109	0.4
110	0.45
111	0.55
112	0.3
113	0.55
114	0.4
115	0.45
116	0.55
117	0.45
118	0.45
119	0.4
120	0.5
121	0.55
122	0.4
123	0.35
124	0.4
125	0.45
126	0.5
127	0.45
128	0.4
129	0.3
130	0.5
131	0.35
132	0.45
133	0.45
134	0.3
135	0.5
136	0.45
137	0.45
138	0.3
139	0.35
140	0.45
141	0.3
142	0.4
143	0.55
144	0.3
145	0.55
146	0.4
147	0.4
148	0.35
149	0.4
150	0.5
151	0.4
152	0.55
153	0.4
154	0.4
155	0.3
156	0.4
157	0.45
158	0.35
159	0.5
160	0.3
161	0.45
162	0.55
163	0.35
164	0.5
165	0.5
166	0.35
167	0.35
168	0.55
169	0.45
170	0.55
171	0.45
172	0.55
173	0.5
174	0.45
175	0.35
176	0.3
177	0.5
178	0.3
179	0.45
180	0.35
181	0.45
182	0.3
183	0.45
184	0.45
185	0.35
186	0.3
187	0.3
188	0.5
189	0.5
190	0.45
191	0.45
192	0.35
193	0.55
194	0.4
195	0.5
196	0.55
197	0.55
198	0.4
199	0.55
200	0.3
201	0.45
202	0.3
203	0.55
204	0.45
205	0.35
206	0.5
207	0.55
208	0.35
209	0.45
210	0.55
211	0.45
212	0.3
213	0.35
214	0.3
215	0.3
216	0.5
217	0.35
218	0.5
219	0.3
220	0.3
221	0.55
222	0.5
223	0.35
224	0.4
225	0.4
226	0.55
227	0.5
228	0.3
229	0.4
230	0.35
231	0.4
232	0.4
233	0.4
234	0.3
235	0.45
236	0.5
237	0.5
238	0.3
239	0.45
240	0.5
241	0.5
242	0.45
243	0.45
244	0.5
245	0.35
246	0.3
247	0.4
248	0.45
249	0.55
250	0.3
251	0.4
252	0.3
253	0.3
254	0.4
255	0.3
256	0.35
257	0.4
258	0.55
259	0.45
260	0.3
261	0.55
262	0.55
263	0.55
264	0.55
265	0.5
266	0.35
267	0.5
268	0.5
269	0.5
270	0.3
271	0.35
272	0.5
273	0.3
274	0.4
275	0.55
276	0.45
277	0.4
278	0.45
279	0.55
280	0.3
281	0.4
282	0.55
283	0.45
284	0.3
285	0.45
286	0.55
287	0.3
288	0.55
289	0.45
290	0.45
291	0.35
292	0.55
293	0.5
294	0.55
295	0.45
296	0.35
297	0.3
298	0.35
299	0.35
300	0.3
301	0.3
302	0.55
303	0.3
304	0.4
305	0.5
306	0.4
307	0.3
308	0.3
309	0.55
310	0.35
311	0.35
312	0.3
313	0.35
314	0.55
315	0.35
316	0.45
317	0.5
318	0.4
319	0.55
320	0.55
321	0.45
322	0.3
323	0.5
324	0.55
325	0.3
326	0.5
327	0.4
328	0.45
329	0.55
330	0.4
331	0.4
332	0.3
333	0.5
334	0.4
335	0.5
336	0.4
337	0.3
338	0.35
339	0.3
340	0.55
341	0.55
342	0.5
343	0.5
344	0.5
345	0.4
346	0.3
347	0.3
348	0.55
349	0.5
350	0.5
351	0.4
352	0.35
353	0.5
354	0.5
355	0.3
356	0.3
357	0.5
358	0.5
359	0.35
360	0.4
361	0.45
362	0.4
363	0.45
364	0.55
365	0.4
366	0.45
367	0.35
368	0.55
369	0.4
370	0.3
371	0.4
372	0.45
373	0.55
374	0.3
375	0.5
376	0.4
377	0.3
378	0.5
379	0.3
380	0.45
381	0.45
382	0.45
383	0.4
384	0.4
385	0.5
386	0.55
387	0.4
388	0.4
389	0.5
390	0.45
391	0.35
392	0.5
393	0.4
394	0.35
395	0.55
396	0.55
397	0.4
398	0.3
399	0.3
400	0.4
401	0.4
402	0.3
403	0.45
404	0.55
405	0.55
406	0.35
407	0.55
408	0.55
409	0.5
410	0.45
411	0.45
412	0.4
413	0.45
414	0.55
415	0.45
416	0.3
417	0.4
418	0.55
419	0.35
420	0.55
421	0.5
422	0.35
423	0.45
424	0.45
425	0.5
426	0.5
427	0.35
428	0.45
429	0.4
430	0.35
431	0.35
432	0.4
433	0.55
434	0.4
435	0.5
436	0.3
437	0.4
438	0.55
439	0.45
440	0.55
441	0.5
442	0.55
443	0.55
444	0.55
445	0.55
446	0.5
447	0.45
448	0.45
449	0.35
450	0.4
451	0.4
452	0.3
453	0.45
454	0.4
455	0.35
456	0.3
457	0.35
458	0.4
459	0.3
460	0.45
461	0.55
462	0.3
463	0.35
464	0.35
465	0.3
466	0.5
467	0.5
468	0.45
469	0.55
470	0.55
471	0.55
472	0.45
473	0.4
474	0.3
475	0.55
476	0.5
477	0.55
478	0.4
479	0.35
480	0.45
481	0.5
482	0.35
483	0.45
484	0.55
485	0.5
486	0.5
487	0.55
488	0.35
489	0.5
490	0.3
491	0.5
492	0.35
493	0.3
494	0.55
495	0.55
496	0.4
497	0.3
498	0.3
499	0.55
500	0.3
501	0.3
502	0.45
503	0.45
504	0.3
505	0.4
506	0.45
507	0.35
508	0.5
509	0.4
510	0.55
511	0.55
512	0.35
513	0.5
514	0.35
515	0.55
516	0.3
517	0.3
518	0.35
519	0.3
520	0.3
521	0.4
522	0.55
523	0.3
524	0.5
525	0.45
526	0.3
527	0.55
528	0.45
529	0.35
530	0.35
531	0.3
532	0.55
533	0.55
534	0.45
535	0.35
536	0.3
537	0.3
538	0.55
539	0.4
540	0.5
541	0.3
542	0.4
543	0.5
544	0.35
545	0.45
546	0.55
547	0.4
548	0.35
549	0.55
550	0.55
551	0.3
552	0.3
553	0.55
554	0.5
555	0.5
556	0.5
557	0.4
558	0.5
559	0.3
560	0.3
