ID	Radius 
0	0.45
1	0.4
2	0.45
3	0.4
4	0.3
5	0.45
6	0.3
7	0.45
8	0.45
9	0.5
10	0.45
11	0.45
12	0.4
13	0.45
14	0.45
15	0.55
16	0.45
17	0.45
18	0.4
19	0.3
20	0.3
21	0.5
22	0.35
23	0.55
24	0.3
25	0.55
26	0.35
27	0.55
28	0.55
29	0.45
30	0.35
31	0.55
32	0.45
33	0.35
34	0.55
35	0.55
36	0.3
37	0.55
38	0.4
39	0.4
40	0.5
41	0.4
42	0.35
43	0.5
44	0.4
45	0.35
46	0.3
47	0.45
48	0.4
49	0.35
50	0.45
51	0.4
52	0.5
53	0.55
54	0.45
55	0.55
56	0.3
57	0.45
58	0.3
59	0.55
60	0.55
61	0.3
62	0.45
63	0.45
64	0.3
65	0.5
66	0.4
67	0.55
68	0.45
69	0.5
70	0.45
71	0.4
72	0.35
73	0.55
74	0.4
75	0.4
76	0.5
77	0.45
78	0.55
79	0.55
80	0.3
81	0.5
82	0.55
83	0.35
84	0.3
85	0.55
86	0.35
87	0.45
88	0.5
89	0.55
90	0.4
91	0.45
92	0.5
93	0.45
94	0.3
95	0.4
96	0.35
97	0.45
98	0.4
99	0.5
100	0.55
101	0.3
102	0.45
103	0.55
104	0.5
105	0.3
106	0.4
107	0.3
108	0.4
109	0.3
110	0.5
111	0.35
112	0.45
113	0.35
114	0.4
115	0.55
116	0.4
117	0.3
118	0.5
119	0.45
120	0.35
121	0.45
122	0.55
123	0.5
124	0.5
125	0.35
126	0.4
127	0.45
128	0.5
129	0.5
130	0.35
131	0.3
132	0.5
133	0.55
134	0.45
135	0.55
136	0.35
137	0.55
138	0.45
139	0.5
140	0.4
141	0.5
142	0.3
143	0.35
144	0.3
145	0.4
146	0.5
147	0.35
148	0.3
149	0.3
150	0.4
151	0.45
152	0.5
153	0.3
154	0.35
155	0.35
156	0.5
157	0.45
158	0.4
159	0.45
160	0.45
161	0.4
162	0.5
163	0.45
164	0.5
165	0.45
166	0.3
167	0.35
168	0.45
169	0.3
170	0.55
171	0.45
172	0.35
173	0.55
174	0.45
175	0.3
176	0.3
177	0.4
178	0.4
179	0.55
180	0.5
181	0.3
182	0.3
183	0.35
184	0.45
185	0.55
186	0.35
187	0.4
188	0.55
189	0.5
190	0.5
191	0.3
192	0.5
193	0.5
194	0.5
195	0.5
196	0.35
197	0.35
198	0.35
199	0.5
200	0.45
201	0.5
202	0.5
203	0.4
204	0.35
205	0.3
206	0.3
207	0.5
208	0.3
209	0.55
210	0.55
211	0.4
212	0.55
213	0.35
214	0.55
215	0.4
216	0.3
217	0.35
218	0.3
219	0.5
220	0.3
221	0.5
222	0.5
223	0.55
224	0.35
225	0.4
226	0.3
227	0.3
228	0.35
229	0.35
230	0.45
231	0.35
232	0.45
233	0.35
234	0.5
235	0.3
236	0.45
237	0.35
238	0.5
239	0.45
240	0.5
241	0.35
242	0.55
243	0.45
244	0.5
245	0.3
246	0.3
247	0.4
248	0.45
249	0.3
250	0.3
251	0.45
252	0.55
253	0.4
254	0.35
255	0.55
256	0.3
