588.876274	608.383165	626.732646	644.024001	660.345753	675.777000	675.777000	689.632458	702.788997	715.298199	727.206694	738.556736	749.386710	759.731560	769.623167	779.090681	788.160802	796.858038	805.204919	813.222198	820.929020	828.343076	835.480736	842.357174	848.986473	855.381720	861.555096	867.517950	873.280870	878.853746	884.245825
577.111576	596.987196	615.683527	633.301731	649.932005	665.654940	665.654940	679.772301	693.177530	705.923187	718.056782	729.621368	740.656055	751.196448	761.275031	770.921504	780.163073	789.024708	797.529366	805.698191	813.550691	821.104891	828.377470	835.383890	842.138499	848.654632	854.944700	861.020267	866.892120	872.570337	878.064340
565.346878	585.591226	604.634408	622.579461	639.518256	655.532880	655.532880	669.912143	683.566063	696.548175	708.906870	720.686000	731.925400	742.661336	752.926895	762.752327	772.165344	781.191378	789.853812	798.174184	806.172362	813.866705	821.274205	828.410606	835.290525	841.927544	848.334304	854.522583	860.503370	866.286928	871.882854
553.582180	574.195256	593.585289	611.857191	629.104508	645.410820	645.410820	660.051985	673.954597	687.173163	699.756958	711.750632	723.194745	734.126224	744.578758	754.583150	764.167615	773.358048	782.178259	790.650177	798.794033	806.628520	814.170939	821.437322	828.442551	835.200456	841.723908	848.024900	854.114620	860.003519	865.701369
541.817482	562.799287	582.536170	601.134921	618.690759	635.288760	635.288760	650.191827	664.343130	677.798151	690.607046	702.815263	714.464090	725.591112	736.230622	746.413973	756.169885	765.524718	774.502706	783.126170	791.415704	799.390335	807.067673	814.464038	821.594577	828.473368	835.113512	841.527216	847.725870	853.720109	859.519884
530.052784	551.403317	571.487050	590.412651	608.277010	625.166700	625.166700	640.331670	654.731663	668.423139	681.457134	693.879895	705.733435	717.056000	727.882486	738.244796	748.172156	757.691388	766.827152	775.602163	784.037375	792.152150	799.964407	807.490754	814.746603	821.746280	828.503116	835.029533	841.337119	847.436700	853.338398
518.288086	540.007348	560.437931	579.690381	597.863262	615.044640	615.044640	630.471512	645.120197	659.048127	672.307222	684.944527	697.002780	708.520888	719.534350	730.075620	740.174427	749.858058	759.151599	768.078156	776.659046	784.913965	792.861141	800.517469	807.898629	815.019192	821.892720	828.531849	834.948369	841.153291	847.156913
506.523388	528.611378	549.388812	568.968111	587.449513	604.922580	604.922580	620.611354	635.508730	649.673115	663.157309	676.009159	688.272125	699.985776	711.186214	721.906443	732.176698	742.024728	751.476046	760.554149	769.280717	777.675780	785.757876	793.544185	801.050655	808.292103	815.282324	822.034166	828.559619	834.869882	840.975427
494.758691	517.215409	538.339693	558.245841	577.035765	594.800520	594.800520	610.751197	625.897263	640.298104	654.007397	667.073790	679.541470	691.450664	702.838078	713.737266	724.178969	734.191398	743.800492	753.030142	761.902388	770.437594	778.654610	786.570901	794.202681	801.565015	808.671927	815.536482	822.170869	828.586473	834.793942
482.993993	505.819439	527.290574	547.523571	566.622016	584.678460	584.678460	600.891039	616.285797	630.923092	644.857485	658.138422	670.810815	682.915552	694.489941	705.568089	716.181240	726.358068	736.124939	745.506135	754.524059	763.199409	771.551344	779.597617	787.354706	794.837927	802.061531	809.038799	815.782119	822.303064	828.612456
