-369.132699	-270.783488	-178.269672	-91.090684	-8.800202	69.000555	69.000555	138.856553	205.188761	268.257250	328.297111	385.521387	440.123597	492.279922	542.151105	589.884108	635.613551	679.462991	721.546025	761.967283	800.823287	838.203231	874.189654	908.859057	942.282440	974.525790	1005.650516	1035.713838	1064.769139	1092.866282	1120.051894
-317.368031	-220.641225	-129.653550	-43.912698	37.020290	113.537617	113.537617	182.241245	247.479213	309.507301	368.556722	424.837006	478.538477	529.834412	578.882903	625.828484	670.803558	713.929641	755.318459	795.072912	833.287934	870.051244	905.444023	939.541506	972.413524	1004.124976	1034.736257	1064.303644	1092.879638	1120.513281	1147.250429
-265.603362	-170.498961	-81.037428	3.265288	82.840781	158.074679	158.074679	225.625937	289.769664	350.757351	408.816334	464.152624	516.953358	567.388903	615.614700	661.772860	705.993565	748.396292	789.090892	828.178541	865.752580	901.899258	936.698391	970.223955	1002.544609	1033.724163	1063.821999	1092.893450	1120.990137	1148.160279	1174.448963
-213.838694	-120.356697	-32.421305	50.443273	128.661273	202.611741	202.611741	269.010629	332.060116	392.007402	449.075945	503.468243	555.368238	604.943394	652.346498	697.717237	741.183572	782.862942	822.863325	861.284171	898.217227	933.747271	967.952759	1000.906404	1032.675694	1063.323349	1092.907741	1121.483256	1149.100637	1175.807277	1201.647498
-162.074025	-70.214433	16.194817	97.621259	174.481765	247.148803	247.148803	312.395321	374.350567	433.257453	489.335556	542.783862	593.783119	642.497885	689.078295	733.661613	776.373578	817.329592	856.635758	894.389800	930.681873	965.595284	999.207127	1031.588853	1062.806778	1092.922536	1121.993482	1150.073062	1177.211136	1203.454276	1228.846033
-110.309357	-20.072169	64.810939	144.799244	220.302257	291.685865	291.685865	355.780013	416.641019	474.507503	529.595167	582.099480	632.198000	680.052375	725.810092	769.605989	811.563585	851.796243	890.408191	927.495430	963.146520	997.443297	1030.461495	1062.271302	1092.937863	1122.521722	1151.079224	1178.662868	1205.321635	1231.101274	1256.044567
-58.544688	30.070095	113.427061	191.977230	266.122748	336.222927	336.222927	399.164705	458.931470	515.757554	569.854778	621.415099	670.612880	717.606866	762.541890	805.550366	846.753592	886.262893	924.180625	960.601059	995.611167	1029.291311	1061.715863	1092.953751	1123.068947	1152.120909	1180.164965	1207.252674	1233.432134	1258.748273	1283.243102
-6.780020	80.212359	162.043183	239.155216	311.943240	380.759989	380.759989	442.549397	501.221922	557.007605	610.114389	660.730717	709.027761	755.161357	799.273687	841.494742	881.943599	920.729543	957.953058	993.706688	1028.075813	1061.139324	1092.970231	1123.636200	1153.200032	1181.720095	1209.250707	1235.842480	1261.542633	1286.395271	1310.441637
44.984648	130.354623	210.659305	286.333201	357.763732	425.297051	425.297051	485.934088	543.512373	598.257655	650.374001	700.046336	747.442641	792.715848	836.005485	877.439119	917.133605	955.196194	991.725491	1026.812318	1060.540460	1092.987337	1124.224599	1154.318649	1183.331117	1211.319282	1238.336449	1264.432286	1289.653133	1314.042270	1337.640171
96.749317	180.496886	259.275427	333.511187	403.584224	469.834113	469.834113	529.318780	585.802825	639.507706	690.633612	739.361954	785.857522	830.270338	872.737282	913.383495	952.323612	989.662844	1025.497924	1059.917947	1093.005106	1124.835351	1155.478967	1185.001098	1213.462201	1240.918468	1267.422190	1293.022092	1317.763632	1341.689268	1364.838706
148.513985	230.639150	307.891549	380.689173	449.404715	514.371175	514.371175	572.703472	628.093277	680.757757	730.893223	778.677573	824.272402	867.824829	909.469080	949.327871	987.513619	1024.129494	1059.270358	1093.023576	1125.469753	1156.683364	1186.733335	1215.683547	1243.593286	1270.517655	1296.507932	1321.611898	1345.874131	1369.336267	1392.037240
200.278654	280.781414	356.507671	427.867158	495.225207	558.908237	558.908237	616.088164	670.383728	722.007807	771.152834	817.993192	862.687283	905.379320	946.200877	985.272248	1022.703626	1058.596145	1093.042791	1126.129206	1157.934399	1188.531377	1217.987703	1246.365995	1273.724370	1300.116841	1325.593674	1350.201704	1373.984630	1396.983265	1419.235775
252.043322	330.923678	405.123794	475.045144	541.045699	603.445299	603.445299	659.472856	712.674180	763.257858	811.412445	857.308810	901.102163	942.933810	982.932675	1021.216624	1057.893632	1093.062795	1126.815224	1159.234835	1190.399046	1220.379390	1249.242071	1277.048444	1303.855455	1329.716028	1354.679415	1378.791511	1402.095129	1424.630263	1446.434310
303.807991	381.065942	453.739916	522.223129	586.866191	647.982361	647.982361	702.857548	754.964631	804.507909	851.672056	896.624429	939.517044	980.488301	1019.664472	1057.161000	1093.083639	1127.529446	1160.587657	1192.340465	1222.863692	1252.227404	1280.496440	1307.730893	1333.986540	1359.315214	1383.765157	1407.381317	1430.205629	1452.277262	1473.632844
355.572659	431.208206	502.356038	569.401115	632.686682	692.519423	692.519423	746.242240	797.255083	845.757959	891.931668	935.940047	977.931924	1018.042792	1056.396269	1093.105377	1128.273646	1161.996096	1194.360090	1225.446094	1255.328339	1284.075417	1311.750808	1338.413342	1364.117624	1388.914401	1412.850898	1435.971123	1458.316128	1479.924260	1500.831379
407.337327	481.350470	550.972160	616.579101	678.507174	737.056485	737.056485	789.626932	839.545534	887.008010	932.191279	975.255666	1016.346805	1055.597283	1093.128067	1129.049753	1163.463653	1196.462746	1228.132524	1258.551723	1287.792985	1315.923430	1343.005176	1369.095791	1394.248709	1418.513587	1441.936640	1464.560929	1486.426627	1507.571259	1528.029914
459.101996	531.492734	599.588282	663.757086	724.327666	781.593547	781.593547	833.011624	881.835986	928.258061	972.450890	1014.571284	1054.761686	1093.151773	1129.859864	1164.994130	1198.653659	1230.929397	1261.904957	1291.657353	1320.257632	1347.771444	1374.259544	1399.778240	1424.379793	1448.112774	1471.022382	1493.150735	1514.537126	1535.218257	1555.228448
510.866664	581.634997	648.204404	710.935072	770.148158	826.130609	826.130609	876.396316	924.126437	969.508112	1012.710501	1053.886903	1093.176566	1130.706264	1166.591662	1200.938506	1233.843666	1265.396047	1295.677390	1324.762982	1352.722278	1379.619457	1405.513912	1430.460689	1454.510878	1477.711960	1500.108123	1521.740541	1542.647625	1562.865256	1582.426983
