-1000.000000	-1000.000000	-1000.000000	-1000.000000	23.000000	35.776667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.853333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.930000	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	23.000000	35.660000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.736667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.813333	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	23.000000	35.543333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.620000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.696667	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	22.984446	35.429358	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.503333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.580000	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	22.940706	35.321201	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.386667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.463333	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	22.896887	35.213076	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.270000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.346667	-1000.000000	-1000.000000	-1000.000000	-1000.000000
-1000.000000	-1000.000000	-1000.000000	-1000.000000	22.853068	35.104951	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.153333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.230000	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.010217	35.679022	-1000.000000	-1000.000000	22.809248	34.996826	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	35.036667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	35.113333	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.055815	35.571638	-1000.000000	-1000.000000	22.765429	34.888701	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.920000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.996667	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.102904	35.464896	-1000.000000	-1000.000000	22.721609	34.780577	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.803333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.880000	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.076968	35.351605	-1000.000000	-1000.000000	22.677790	34.672452	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.686667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.763333	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.043204	35.239930	-1000.000000	-1000.000000	22.633970	34.564327	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.570000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.646667	-1000.000000	-1000.000000	-1000.000000	-1000.000000
23.009585	35.128213	26.182782	1.699873	22.590151	34.456202	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.453333	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.530000	-1000.000000	-1000.000000	-1000.000000	-1000.000000
22.975963	35.016496	26.173573	1.816175	22.546332	34.348078	-1000.000000	-1000.000000	-1000.000000	-1000.000000	25.000000	34.336667	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.413333	-1000.000000	-1000.000000	-1000.000000	-1000.000000
22.941638	34.904995	26.164329	1.932475	22.519055	34.234653	16.259355	0.873805	-1000.000000	-1000.000000	25.000000	34.220000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-1000.000000	28.000000	34.296667	-1000.000000	-1000.000000	14.219297	0.798242
