865.102285	851.851270	839.746090	828.649853	818.445029	809.030550	800.319331	792.236149	784.715844	777.701798	771.144644	771.144644	765.376933	759.951526	754.838829	750.012563	745.449312	741.128149	737.030305	733.138905	729.438731	725.916027	722.558323	719.354292	716.293620	713.366896	710.565515
924.772475	908.723130	894.061596	880.622073	868.262209	856.859595	846.308753	836.518576	827.410145	818.914883	810.972999	810.972999	803.987271	797.416135	791.223746	785.378276	779.851366	774.617665	769.654444	764.941264	760.459693	756.193070	752.126291	748.245637	744.538617	740.993832	737.600860
984.442665	965.594990	948.377103	932.594293	918.079390	904.688640	892.298176	880.801004	870.104446	860.127968	850.801354	850.801354	842.597610	834.880745	827.608664	820.743990	814.253419	808.107181	802.278584	796.743624	791.480656	786.470112	781.694259	777.136982	772.783614	768.620768	764.636205
1044.112855	1022.466851	1002.692610	984.566513	967.896570	952.517684	938.287598	925.083432	912.798747	901.341053	890.629709	890.629709	881.207948	872.345354	863.993581	856.109703	848.655472	841.596697	834.902724	828.545983	822.501618	816.747155	811.262226	806.028328	801.028611	796.247704	791.671549
1103.783045	1079.338711	1057.008116	1036.538732	1017.713750	1000.346729	984.277020	969.365859	955.493048	942.554139	930.458064	930.458064	919.818287	909.809963	900.378498	891.475417	883.057525	875.086214	867.526863	860.348343	853.522581	847.024198	840.830194	834.919673	829.273609	823.874640	818.706894
1163.453236	1136.210572	1111.323623	1088.510952	1067.530930	1048.175773	1030.266442	1013.648287	998.187349	983.767224	970.286419	970.286419	958.428625	947.274572	936.763416	926.841130	917.459578	908.575730	900.151003	892.150702	884.543543	877.301241	870.398162	863.811018	857.518606	851.501576	845.742238
1223.123426	1193.082432	1165.639129	1140.483172	1117.348110	1096.004818	1076.255864	1057.930715	1040.881650	1024.980309	1010.114774	1010.114774	997.038964	984.739181	973.148333	962.206844	951.861631	942.065246	932.775142	923.953062	915.564505	907.578284	899.966130	892.702364	885.763603	879.128512	872.777583
1282.793616	1249.954293	1219.954636	1192.455392	1167.165291	1143.833862	1122.245287	1102.213142	1083.575951	1066.193394	1049.943129	1049.943129	1035.649302	1022.203790	1009.533250	997.572557	986.263685	975.554762	965.399282	955.755421	946.585468	937.855327	929.534098	921.593709	914.008600	906.755448	899.812928
1342.463806	1306.826153	1274.270142	1244.427612	1216.982471	1191.662907	1168.234709	1146.495570	1126.270252	1107.406479	1089.771484	1089.771484	1074.259640	1059.668399	1045.918167	1032.938271	1020.665738	1009.044279	998.023422	987.557781	977.606430	968.132370	959.102066	950.485055	942.253597	934.382384	926.848272
1402.133996	1363.698014	1328.585649	1296.399831	1266.799651	1239.491952	1214.224131	1190.777998	1168.964553	1148.619564	1129.599839	1129.599839	1112.869979	1097.133008	1082.303085	1068.303984	1055.067791	1042.533795	1030.647561	1019.360140	1008.627392	998.409413	988.670034	979.376400	970.498595	962.009320	953.883617
1461.804186	1420.569874	1382.901156	1348.372051	1316.616831	1287.320996	1260.213553	1235.060426	1211.658854	1189.832650	1169.428194	1169.428194	1151.480317	1134.597618	1118.688002	1103.669698	1089.469844	1076.023311	1063.271701	1051.162500	1039.648355	1028.686455	1018.238002	1008.267745	998.743592	989.636256	980.918962
