48.497242	91.421889	130.634776	166.579345	199.636319	230.133090	258.351759	284.535998	308.896880	331.617814	352.858718	352.858718	371.542338	389.117117	405.678922	421.312877	436.094831	450.092583	463.366925	475.972523	487.958672	499.369937	510.246708	520.625679	530.540260	540.020936	549.095582
55.164303	97.776287	136.703548	172.386298	205.202485	235.477118	263.490242	289.483756	313.667194	336.222629	357.308814	357.308814	375.856343	393.303108	409.744276	425.264354	439.938637	453.834429	467.012081	479.525860	491.424702	502.752847	513.550392	523.853763	533.696126	543.107745	552.116291
61.831364	104.130686	142.772320	178.193250	210.768651	240.821145	268.628726	294.431514	318.437507	340.827443	361.758910	361.758910	380.170348	397.489098	413.809630	429.215831	443.782442	457.576275	470.657236	483.079197	494.890732	506.135757	516.854076	527.081846	536.851992	546.194554	555.137001
68.498425	110.485084	148.841093	184.000203	216.334817	246.165173	273.767209	299.379272	323.207820	345.432258	366.209006	366.209006	384.484353	401.675088	417.874985	433.167308	447.626247	461.318121	474.302392	486.632533	498.356761	509.518667	520.157760	530.309930	540.007858	549.281363	558.157710
75.165487	116.839483	154.909865	189.807155	221.900983	251.509201	278.905693	304.327029	327.978134	350.037072	370.659102	370.659102	388.798357	405.861078	421.940339	437.118785	451.470052	465.059966	477.947548	490.185870	501.822791	512.901578	523.461444	533.538014	543.163724	552.368171	561.178419
81.832548	123.193881	160.978637	195.614108	227.467149	256.853229	284.044176	309.274787	332.748447	354.641886	375.109198	375.109198	393.112362	410.047069	426.005693	441.070261	455.313857	468.801812	481.592703	493.739207	505.288821	516.284488	526.765128	536.766097	546.319590	555.454980	564.199128
88.499609	129.548280	167.047410	201.421060	233.033315	262.197257	289.182660	314.222545	337.518761	359.246701	379.559294	379.559294	397.426367	414.233059	430.071048	445.021738	459.157663	472.543658	485.237859	497.292543	508.754850	519.667398	530.068812	539.994181	549.475456	558.541789	567.219837
95.166670	135.902678	173.116182	207.228013	238.599481	267.541285	294.321143	319.170303	342.289074	363.851515	384.009390	384.009390	401.740372	418.419049	434.136402	448.973215	463.001468	476.285504	488.883015	500.845880	512.220880	523.050308	533.372495	543.222264	552.631322	561.628598	570.240547
101.833731	142.257077	179.184954	213.034965	244.165647	272.885313	299.459626	324.118061	347.059388	368.456330	388.459486	388.459486	406.054376	422.605040	438.201756	452.924692	466.845273	480.027349	492.528170	504.399216	515.686910	526.433218	536.676179	546.450348	555.787188	564.715407	573.261256
108.500792	148.611475	185.253727	218.841918	249.731813	278.229341	304.598110	329.065819	351.829701	373.061144	392.909582	392.909582	410.368381	426.791030	442.267111	456.876168	470.689078	483.769195	496.173326	507.952553	519.152939	529.816129	539.979863	549.678432	558.943053	567.802216	576.281965
115.167853	154.965874	191.322499	224.648870	255.297979	283.573369	309.736593	334.013576	356.600015	377.665959	397.359678	397.359678	414.682386	430.977020	446.332465	460.827645	474.532884	487.511041	499.818482	511.505890	522.618969	533.199039	543.283547	552.906515	562.098919	570.889024	579.302674
121.834914	161.320272	197.391271	230.455823	260.864145	288.917396	314.875077	338.961334	361.370328	382.270773	401.809774	401.809774	418.996391	435.163010	450.397819	464.779122	478.376689	491.252887	503.463637	515.059226	526.084999	536.581949	546.587231	556.134599	565.254785	573.975833	582.323384
128.501975	167.674671	203.460043	236.262776	266.430311	294.261424	320.013560	343.909092	366.140642	386.875588	406.259870	406.259870	423.310395	439.349001	454.463174	468.730599	482.220494	494.994733	507.108793	518.612563	529.551028	539.964859	549.890915	559.362683	568.410651	577.062642	585.344093
135.169036	174.029069	209.528816	242.069728	271.996477	299.605452	325.152044	348.856850	370.910955	391.480402	410.709966	410.709966	427.624400	443.534991	458.528528	472.682076	486.064299	498.736578	510.753948	522.165900	533.017058	543.347769	553.194599	562.590766	571.566517	580.149451	588.364802
