4.508373	80.162139	146.380180	204.710562	256.416368	302.528410	302.528410	339.827642	373.632146	404.411096	432.553281	458.383613	482.175727	504.161714	524.539715	543.479911	561.129287	577.615454	593.049738	607.529697	621.141188	633.960070	646.053614	657.481691	668.297757	678.549692	688.280511	697.528961	706.330042	714.715449	722.713950	730.351719
63.164045	134.619230	197.162348	252.255550	301.091823	344.644770	344.644770	379.873995	411.802439	440.873240	467.453610	491.850428	514.322143	535.087967	554.335043	572.224109	588.893993	604.465221	619.042944	632.719304	645.575394	657.682862	669.105247	679.899096	690.114899	699.797880	708.988664	717.723850	726.036495	733.956535	741.511140	748.725034
121.819717	189.076321	247.944516	299.800538	345.767277	386.761130	386.761130	419.920348	449.972733	477.335385	502.353938	525.317242	546.468559	566.014219	584.130371	600.968308	616.658698	631.314989	645.036150	657.908911	670.009600	681.405655	692.156880	702.316502	711.932042	721.046068	729.696818	737.918740	745.742949	753.197620	760.308330	767.098348
180.475389	243.533413	298.726683	347.345526	390.442732	428.877490	428.877490	459.966700	488.143026	513.797529	537.254267	558.784057	578.614975	596.940472	613.925700	629.712506	644.423403	658.164756	671.029356	683.098518	694.443806	705.128447	715.208514	724.733907	733.749185	742.294256	750.404972	758.113629	765.449402	772.438706	779.105521	785.471663
239.131062	297.990504	349.508851	394.890514	435.118186	470.993850	470.993850	500.013053	526.313320	550.259673	572.154596	592.250871	610.761391	627.866725	643.721028	658.456704	672.188109	685.014523	697.022562	708.288125	718.878012	728.851239	738.260147	747.151313	755.566328	763.542444	771.113125	778.308519	785.155855	791.679791	797.902711	803.844977
297.786734	352.447595	400.291019	442.435502	479.793641	513.110210	513.110210	540.059406	564.483613	586.721818	607.054924	625.717686	642.907807	658.792978	673.516357	687.200903	699.952814	711.864291	723.015768	733.477732	743.312218	752.574032	761.311780	769.568718	777.383471	784.790632	791.821279	798.503408	804.862308	810.920877	816.699901	822.218292
356.442406	406.904686	451.073186	489.980490	524.469096	555.226570	555.226570	580.105759	602.653907	623.183962	641.955253	659.184500	675.054223	689.719231	703.311685	715.945101	727.717519	738.714058	749.008974	758.667340	767.746424	776.296824	784.363413	791.986124	799.200614	806.038820	812.529433	818.698298	824.568761	830.161962	835.497091	840.591606
415.098078	461.361778	501.855354	537.525478	569.144550	597.342930	597.342930	620.152111	640.824200	659.646106	676.855581	692.651315	707.200639	720.645483	733.107014	744.689299	755.482225	765.563825	775.002180	783.856947	792.180630	800.019616	807.415046	814.403529	821.017757	827.287008	833.237586	838.893187	844.275214	849.403048	854.294281	858.964921
473.753751	515.818869	552.637522	585.070466	613.820005	639.459290	639.459290	660.198464	678.994494	696.108251	711.755910	726.118129	739.347055	751.571736	762.902342	773.433498	783.246930	792.413593	800.995386	809.046554	816.614835	823.742409	830.466679	836.820935	842.834900	848.535196	853.945740	859.088077	863.981667	868.644133	873.091472	877.338235
532.409423	570.275960	603.419689	632.615454	658.495459	681.575650	681.575650	700.244817	717.164787	732.570395	746.656239	759.584944	771.493471	782.497989	792.697670	802.177696	811.011635	819.263360	826.988592	834.236161	841.049041	847.465201	853.518312	859.238340	864.652043	869.783384	874.653894	879.282966	883.688120	887.885219	891.888662	895.711550
591.065095	624.733052	654.201857	680.160443	703.170914	723.692010	723.692010	740.291169	755.335081	769.032540	781.556567	793.051758	803.639888	813.424242	822.492999	830.921894	838.776341	846.113127	852.981798	859.425768	865.483247	871.187993	876.569945	881.655746	886.469186	891.031572	895.362047	899.477856	903.394573	907.126304	910.685852	914.084864
649.720768	679.190143	704.984025	727.705431	747.846368	765.808370	765.808370	780.337522	793.505374	805.494684	816.456896	826.518573	835.786304	844.350494	852.288327	859.666093	866.541046	872.962895	878.975004	884.615375	889.917453	894.910786	899.621578	904.073152	908.286328	912.279760	916.070201	919.672745	923.101027	926.367390	929.483042	932.458179
708.376440	733.647234	755.766193	775.250419	792.521823	807.924730	807.924730	820.383875	831.675668	841.956828	851.357224	859.985387	867.932720	875.276747	882.083656	888.410291	894.305751	899.812662	904.968210	909.804982	914.351659	918.633578	922.673211	926.490557	930.103471	933.527948	936.778355	939.867635	942.807480	945.608476	948.280232	950.831493
767.032112	788.104325	806.548360	822.795407	837.197278	850.041090	850.041090	860.430228	869.845961	878.418973	886.257553	893.452202	900.079136	906.203000	911.878984	917.154489	922.070457	926.662429	930.961416	934.994589	938.785865	942.356370	945.724845	948.907963	951.920614	954.776136	957.486508	960.062524	962.513933	964.849561	967.077423	969.204808
825.687784	842.561417	857.330528	870.340395	881.872732	892.157450	892.157450	900.476580	908.016255	914.881117	921.157882	926.919016	932.225552	937.129253	941.674312	945.898688	949.835162	953.512197	956.954622	960.184197	963.220071	966.079163	968.776478	971.325368	973.737757	976.024324	978.194662	980.257414	982.220386	984.090647	985.874613	987.578122
884.343457	897.018508	908.112696	917.885383	926.548187	934.273810	934.273810	940.522933	946.186548	951.343261	956.058210	960.385831	964.371968	968.055505	971.469641	974.642886	977.599867	980.361964	982.947828	985.373804	987.654277	989.801955	991.828111	993.742774	995.554900	997.272512	998.902816	1000.452303	1001.926839	1003.331732	1004.671803	1005.951437
942.999129	951.475599	958.894863	965.430371	971.223641	976.390170	976.390170	980.569286	984.356842	987.805406	990.958539	993.852645	996.518384	998.981758	1001.264969	1003.387085	1005.364573	1007.211731	1008.941034	1010.563411	1012.088482	1013.524748	1014.879744	1016.160179	1017.372043	1018.520700	1019.610969	1020.647193	1021.633292	1022.572818	1023.468993	1024.324751
1001.654801	1005.932691	1009.677031	1012.975359	1015.899096	1018.506530	1018.506530	1020.615638	1022.527135	1024.267550	1025.858867	1027.319460	1028.664800	1029.908011	1031.060298	1032.131283	1033.129278	1034.061498	1034.934240	1035.753018	1036.522688	1037.247540	1037.931377	1038.577585	1039.189186	1039.768888	1040.319123	1040.842083	1041.339745	1041.813903	1042.266183	1042.698066
1060.310473	1060.389782	1060.459199	1060.520347	1060.574550	1060.622890	1060.622890	1060.661991	1060.697429	1060.729694	1060.759196	1060.786274	1060.811216	1060.834264	1060.855626	1060.875481	1060.893983	1060.911266	1060.927446	1060.942625	1060.956894	1060.970332	1060.983010	1060.994990	1061.006329	1061.017076	1061.027277	1061.036972	1061.046198	1061.054989	1061.063374	1061.071380
1118.966146	1114.846873	1111.241366	1108.065335	1105.250005	1102.739250	1102.739250	1100.708344	1098.867722	1097.191839	1095.659525	1094.253089	1092.957632	1091.760516	1090.650955	1089.619680	1088.658689	1087.761033	1086.920652	1086.132232	1085.391100	1084.693125	1084.034643	1083.412396	1082.823472	1082.265264	1081.735430	1081.231862	1080.752651	1080.296074	1079.860564	1079.444695
1177.621818	1169.303964	1162.023534	1155.610323	1149.925460	1144.855610	1144.855610	1140.754696	1137.038016	1133.653983	1130.559853	1127.719903	1125.104048	1122.686769	1120.446283	1118.363878	1116.423394	1114.610800	1112.913858	1111.321839	1109.825306	1108.415917	1107.086276	1105.829801	1104.640615	1103.513452	1102.443584	1101.426751	1100.459104	1099.537160	1098.657754	1097.818009
