652.050528	678.962416	703.235367	725.178549	745.064779	763.134373	763.134373	778.192145	791.974446	804.636749	816.310246	827.106410	837.120563	846.434702	855.119748	863.237354	870.841370	877.979045	884.692000	891.017051	896.986874	902.630578	907.974175	913.040983	917.851964	922.426018	926.780225	930.930063	934.889590	938.671606	942.287785	945.748801	949.064430	952.243645	955.294696	958.225178	961.042101	963.751940	966.360686	968.873894	971.296717	973.633945	975.890035	978.069140	980.175135	982.211638	984.182033	986.089487	987.936969	989.727264	991.462986	993.146592	994.780397	996.366576	997.907183	999.404154	1000.859316	1002.274398	1003.651032	1004.990765	1006.295060	1007.565306	1008.802818	1010.008846	1011.184576	1012.331135	1013.449597	1014.540981	1015.606258	1016.646356	1017.662155	1018.654497	1019.624186	1020.571989	1021.498639	1022.404835	1023.291247	1024.158517	1025.007258	1025.838057
652.282381	679.180451	703.440939	725.372855	745.248874	763.309190	763.309190	778.359231	792.134455	804.790257	816.457760	827.248380	837.257392	846.566749	855.247335	863.360773	870.960885	878.094895	884.804404	891.126206	897.092964	902.733770	908.074624	913.138830	917.947342	922.519047	926.871018	931.018725	934.976220	938.756294	942.370616	945.829854	949.143781	952.321364	955.370848	958.299826	961.115302	963.823750	966.431157	968.943074	971.364653	973.700681	975.955612	978.133599	980.238512	982.273970	984.243353	986.149828	987.996361	989.785737	991.520567	993.203310	994.836275	996.421640	997.961456	999.457659	1000.912074	1002.326429	1003.702356	1005.041401	1006.345027	1007.614620	1008.851497	1010.056906	1011.232032	1012.378003	1013.495890	1014.586713	1015.651444	1016.691007	1017.706285	1018.698118	1019.667309	1020.614625	1021.540799	1022.446529	1023.332487	1024.199311	1025.047616	1025.877989
652.514234	679.398486	703.646512	725.567160	745.432969	763.484007	763.484007	778.526316	792.294464	804.943764	816.605274	827.390351	837.394221	846.698795	855.374923	863.484192	871.080400	878.210745	884.916807	891.235362	897.199055	902.836963	908.175073	913.236678	918.042719	922.612076	926.961811	931.107388	935.062849	938.840981	942.453447	945.910908	949.223133	952.399083	955.447001	958.374474	961.188504	963.895560	966.501627	969.012254	971.432589	973.767417	976.021190	978.198058	980.301890	982.336302	984.304673	986.210169	988.055754	989.844210	991.578149	993.260027	994.892154	996.476705	998.015730	999.511163	1000.964831	1002.378460	1003.753680	1005.092037	1006.394993	1007.663934	1008.900176	1010.104965	1011.279488	1012.424870	1013.542183	1014.632446	1015.696630	1016.735659	1017.750415	1018.741738	1019.710432	1020.657261	1021.582959	1022.488224	1023.373726	1024.240106	1025.087975	1025.917921
652.746087	679.616521	703.852084	725.761465	745.617063	763.658824	763.658824	778.693402	792.454473	805.097272	816.752788	827.532322	837.531049	846.830842	855.502510	863.607611	871.199915	878.326595	885.029210	891.344518	897.305145	902.940156	908.275522	913.334526	918.138097	922.705104	927.052604	931.196050	935.149479	938.925669	942.536277	945.991962	949.302484	952.476802	955.523153	958.449122	961.261705	963.967370	966.572098	969.081434	971.500525	973.834153	976.086768	978.262517	980.365268	982.398634	984.365994	986.270510	988.115146	989.902683	991.635731	993.316745	994.948033	996.531769	998.070003	999.564668	1001.017589	1002.430490	1003.805004	1005.142673	1006.444960	1007.713249	1008.948854	1010.153025	1011.326943	1012.471737	1013.588476	1014.678178	1015.741815	1016.780310	1017.794545	1018.785359	1019.753554	1020.699897	1021.625119	1022.529919	1023.414966	1024.280900	1025.128333	1025.957853
652.977940	679.834556	704.057656	725.955771	745.801158	763.833641	763.833641	778.860488	792.614482	805.250780	816.900302	827.674292	837.667878	846.962888	855.630097	863.731031	871.319430	878.442445	885.141614	891.453674	897.411236	903.043349	908.375971	913.432373	918.233474	922.798133	927.143397	931.284712	935.236108	939.010356	942.619108	946.073016	949.381835	952.554521	955.599306	958.523769	961.334907	964.039180	966.642569	969.150615	971.568462	973.900889	976.152346	978.326976	980.428645	982.460966	984.427314	986.330851	988.174538	989.961156	991.693313	993.373462	995.003911	996.586833	998.124276	999.618172	1001.070346	1002.482521	1003.856328	1005.193309	1006.494926	1007.762563	1008.997533	1010.201084	1011.374399	1012.518604	1013.634769	1014.723911	1015.787001	1016.824962	1017.838675	1018.828979	1019.796677	1020.742533	1021.667279	1022.571614	1023.456206	1024.321695	1025.168692	1025.997785
653.209793	680.052591	704.263228	726.150076	745.985253	764.008458	764.008458	779.027573	792.774491	805.404287	817.047816	827.816263	837.804707	847.094935	855.757684	863.854450	871.438945	878.558295	885.254017	891.562829	897.517326	903.146542	908.476421	913.530221	918.328851	922.891162	927.234190	931.373375	935.322738	939.095044	942.701939	946.154070	949.461187	952.632240	955.675458	958.598417	961.408108	964.110990	966.713039	969.219795	971.636398	973.967626	976.217924	978.391435	980.492023	982.523298	984.488634	986.391192	988.233931	990.019629	991.750895	993.430180	995.059790	996.641897	998.178549	999.671677	1001.123103	1002.534552	1003.907652	1005.243945	1006.544892	1007.811877	1009.046212	1010.249144	1011.421855	1012.565471	1013.681061	1014.769643	1015.832186	1016.869613	1017.882804	1018.872599	1019.839799	1020.785169	1021.709439	1022.613309	1023.497446	1024.362489	1025.209051	1026.037717
653.441645	680.270626	704.468800	726.344382	746.169348	764.183275	764.183275	779.194659	792.934500	805.557795	817.195330	827.958233	837.941536	847.226981	855.885271	863.977869	871.558460	878.674145	885.366420	891.671985	897.623417	903.249735	908.576870	913.628068	918.424229	922.984191	927.324984	931.462037	935.409367	939.179732	942.784770	946.235123	949.540538	952.709959	955.751611	958.673065	961.481310	964.182800	966.783510	969.288975	971.704334	974.034362	976.283501	978.455894	980.555401	982.585630	984.549954	986.451532	988.293323	990.078102	991.808477	993.486897	995.115668	996.696961	998.232822	999.725181	1001.175861	1002.586583	1003.958976	1005.294581	1006.594859	1007.861191	1009.094891	1010.297203	1011.469311	1012.612338	1013.727354	1014.815376	1015.877372	1016.914265	1017.926934	1018.916220	1019.882922	1020.827805	1021.751599	1022.655004	1023.538685	1024.403283	1025.249409	1026.077649
653.673498	680.488661	704.674372	726.538687	746.353443	764.358092	764.358092	779.361744	793.094509	805.711302	817.342844	828.100204	838.078365	847.359028	856.012859	864.101288	871.677975	878.789995	885.478824	891.781141	897.729508	903.352927	908.677319	913.725916	918.519606	923.077220	927.415777	931.550700	935.495997	939.264419	942.867601	946.316177	949.619890	952.787678	955.827763	958.747713	961.554511	964.254610	966.853980	969.358155	971.772270	974.101098	976.349079	978.520353	980.618778	982.647962	984.611275	986.511873	988.352715	990.136575	991.866059	993.543615	995.171547	996.752025	998.287095	999.778686	1001.228618	1002.638614	1004.010300	1005.345218	1006.644825	1007.910505	1009.143570	1010.345263	1011.516767	1012.659206	1013.773647	1014.861108	1015.922557	1016.958916	1017.971064	1018.959840	1019.926044	1020.870441	1021.793759	1022.696698	1023.579925	1024.444078	1025.289768	1026.117581
653.905351	680.706696	704.879944	726.732992	746.537537	764.532909	764.532909	779.528830	793.254519	805.864810	817.490357	828.242175	838.215194	847.491075	856.140446	864.224707	871.797490	878.905846	885.591227	891.890297	897.835598	903.456120	908.777768	913.823764	918.614984	923.170249	927.506570	931.639362	935.582626	939.349107	942.950432	946.397231	949.699241	952.865397	955.903915	958.822361	961.627713	964.326420	966.924451	969.427336	971.840207	974.167834	976.414657	978.584812	980.682156	982.710294	984.672595	986.572214	988.412108	990.195049	991.923641	993.600332	995.227425	996.807090	998.341368	999.832190	1001.281375	1002.690644	1004.061624	1005.395854	1006.694791	1007.959819	1009.192248	1010.393322	1011.564223	1012.706073	1013.819940	1014.906841	1015.967743	1017.003568	1018.015194	1019.003461	1019.969167	1020.913077	1021.835920	1022.738393	1023.621165	1024.484872	1025.330127	1026.157513
654.137204	680.924731	705.085516	726.927298	746.721632	764.707726	764.707726	779.695916	793.414528	806.018318	817.637871	828.384145	838.352023	847.623121	856.268033	864.348127	871.917005	879.021696	885.703630	891.999452	897.941689	903.559313	908.878217	913.921611	918.710361	923.263278	927.597363	931.728025	935.669256	939.433794	943.033263	946.478285	949.778592	952.943117	955.980068	958.897009	961.700914	964.398230	966.994922	969.496516	971.908143	974.234570	976.480235	978.649270	980.745533	982.772626	984.733915	986.632555	988.471500	990.253522	991.981223	993.657050	995.283304	996.862154	998.395641	999.885695	1001.334133	1002.742675	1004.112948	1005.446490	1006.744758	1008.009134	1009.240927	1010.441382	1011.611679	1012.752940	1013.866233	1014.952573	1016.012928	1017.048219	1018.059324	1019.047081	1020.012289	1020.955713	1021.878080	1022.780088	1023.662404	1024.525667	1025.370485	1026.197445
